,name,sallary,duty,time,location
282,深圳睛灵科技有限公司,1-2万/月,Java爬虫开发工程师,2月9日,深圳-龙岗区
283,北京创景咨询有限公司,1-2万/月,机器学习（图像识别、分析）,2月9日,北京-海淀区
284,厦门华联电子股份有限公司,1.5-2.5万/月,人机交互技术应用研究（博士）,2月9日,厦门
285,南京嘉环科技有限公司,1.2-2.5万/月,大数据/人工智能讲师,2月9日,杭州
286,天泽信息产业股份有限公司,1-2万/月,技术总监/技术合伙人,2月9日,南京
287,北京安德信业信息咨询有限责任公司,3.5-5万/月,算法专家/负责人,2月9日,北京-朝阳区
288,华院数据技术（上海）有限公司,1.5-3万/月,机器学习工程师(NLP方向),2月9日,上海-杨浦区
289,北京智华信科技股份有限公司,6-8千/月,数据分析师,2月9日,西安
290,敦煌网,1.5-2.5万/月,推荐工程师,2月9日,北京-海淀区
291,深圳迪界科美连锁管理有限公司,1-2万/月,深度机器学习工程师,1月31日,深圳-南山区
292,北京阿博泰克北大青鸟信息技术有限...,,Python机器学习产品设计师,1月31日,北京
293,台达电子（东莞）有限公司,8-10万/年,软件工程师(大数据/机器学习),1月31日,东莞
294,上海宏鹿信息技术服务有限公司,1.5-3万/月,机器学习工程师,1月30日,上海-浦东新区
295,Formax金融圈,1.8-3万/月,机器学习高级工程师,1月30日,深圳
296,浙江中通文博服务有限公司,1.5-2万/月,自然语言处理专家（某安防领军企业）,2月6日,杭州-滨江区
297,博奥生物集团有限公司,1-1.5万/月,自然语言理解工程师,2月6日,北京
298,中国太平洋保险（集团）股份有限公司,15-30万/年,算法工程师（自然语言）（成都）,2月5日,成都-高新区
299,深圳市意慕科技有限公司,3-4万/月,自然语言处理工程师,1月23日,深圳-福田区
300,中国新闻出版研究院,1-1.5万/月,自然语言处理工程师,1月22日,北京-西城区
301,广州知伴科技有限公司,0.7-1.4万/月,自然语言处理工程师,1月21日,深圳-南山区
302,北京信永方略管理咨询有限责任公司,1.8-3.6万/月,自然语言处理工程师,1月21日,北京-东城区
303,重庆华龙艾迪信息技术有限公司,2-3.5万/月,NLP自然语言算法工程师,1月19日,重庆-渝北区
304,神州数码信息服务股份有限公司,,高级工程师（机器学习）,2月9日,北京
305,中国平安财产保险股份有限公司,2-4万/月,机器学习资深算法工程师,2月9日,深圳-南山区
306,亚信科技（中国）有限公司,1.5-2万/月,亚信安全_高级机器学习工程师(南京),2月9日,南京
307,北京华数康数据科技有限公司,2.5-4.5万/月,机器学习工程师,2月8日,北京
308,上海高度信息科技有限公司,2-2.5万/月,推荐算法/机器学习工程师,2月8日,上海-静安区
309,北京减脂时代科技有限公司,1.5-3万/月,机器学习工程师,2月8日,北京-朝阳区
310,广州麦仑信息科技有限公司,1-1.5万/月,机器学习开发工程师,2月8日,广州-天河区
311,美利金融,1.5-2万/月,数据挖掘-机器学习方向,2月8日,上海-浦东新区
312,景星网络科技（北京）有限公司,2-4万/月,自然语言处理/机器学习工程师,1月8日,北京-朝阳区
313,亚略特生物识别科技有限公司,1-2万/月,机器学习开发工程师,1月8日,深圳-南山区
314,杭州龙旗科技有限公司,0.6-1万/月,量化研究员/实习生（机器学习方向）,1月6日,杭州-余杭区
315,南京云帐房网络科技有限公司北京分...,15-20万/年,机器学习（图像识别方向）高级工程师,1月5日,北京-东城区
316,中移在线服务有限公司,4.5-6千/月,机器学习-互联网运营中心-郑州(001378),1月3日,异地招聘
317,上海你我贷互联网金融信息服务有限...,1.8-3.6万/月,机器学习工程师,1月3日,上海-浦东新区
318,深圳市电陶思创科技有限公司,1.8-2.5万/月,机器学习算法工程师,2月6日,深圳-宝安区
319,小黑鱼科技有限公司,20-30万/年,2018校招-机器学习方向,2月6日,异地招聘
320,安徽博微太赫兹信息科技有限公司,0.8-1.5万/月,机器学习（神经网络）算法工程师,2月6日,合肥-蜀山区
321,南京天数信息科技有限公司,1.8-3万/月,机器学习平台开发工程师,2月5日,南京-雨花台区
322,武汉神目信息技术有限公司,0.8-1.5万/月,机器学习算法工程师,2月5日,武汉-洪山区
323,湖南大唐先一科技有限公司,6-9千/月,大数据机器学习算法工程师,2月5日,长沙
324,杭州希瑞企业管理咨询有限公司,60-80万/年,自然语言处理专家,2月8日,杭州-滨江区
325,科沃斯商用机器人有限公司,0.8-1.5万/月,自然语言处理工程师-18届应届生,2月8日,苏州-吴中区
326,金蝶软件（中国）有限公司,3-4万/月,自然语言处理架构师/工程师,2月8日,深圳
327,盘石软件（上海）有限公司,0.8-1.5万/月,大数据算法工程师（南京）,2月9日,南京
328,杭州钱塘大数据交易中心有限公司,0.8-1.5万/月,爬虫开发工程师,2月9日,杭州-萧山区
329,安徽七天教育科技有限公司,5-6千/月,机器学习算法工程师,2月9日,合肥-蜀山区
330,上海泓申科技发展有限公司,1.5-2万/月,大数据开工工程师,2月9日,上海-松江区
331,树实科技（上海）有限公司,1.5-2万/月,人工智能工程师 （全职和实习）,2月9日,上海-黄浦区
332,瓦戈科技（上海）有限公司,1.5-2.5万/月,机器深度学习开发工程师,2月9日,上海-浦东新区
333,北京易观智库网络科技有限公司,6-8千/月,AI人工智能研究助理,2月9日,北京-朝阳区
334,上海联璧电子科技（集团）有限公司,1.5-3万/月,高级产品经理（大数据）,2月9日,上海-松江区
335,广东巨细信息科技有限公司,6-8千/月,Java工程师(爬虫),2月9日,东莞
336,上海麦子资产管理有限公司,2.5-3.5万/月,算法工程师,2月9日,上海-浦东新区
337,上海动西网络科技有限公司,1.5-2万/月,数据挖掘工程师,2月9日,上海-静安区
338,广州尚宸企业管理顾问有限公司,50-100万/年,机器学习工程师-图片鉴黄方向和视频搜索或推荐方向,1月30日,广州
339,天津大海云科技有限公司,1-1.5万/月,机器学习平台研发工程师,1月30日,北京-海淀区
340,北京中广上洋科技股份有限公司,1-1.5万/月,计算机视觉与机器学习算法工程师,1月30日,北京-昌平区
341,上海晶钥商务咨询有限公司,40-50万/年,自然语言处理工程师,2月5日,北京-朝阳区
342,深圳市中科卓软科技有限公司,3-4万/月,AI语音架构师-NLP自然语言处理,2月5日,深圳-南山区
343,江苏华通晟云科技有限公司,1.5-2万/月,自然语言处理工程师,2月5日,苏州-工业园区
344,深圳市勾搭科技有限公司,50-80万/年,自然语言处理NLP工程师,2月5日,深圳-南山区
345,软视视频软件（杭州）有限公司,1.5-3万/月,算法工程师---自然语言处理,2月5日,杭州-西湖区
346,上海未来伙伴机器人有限公司,1-2.5万/月,自然语言处理高级研究员,2月5日,上海
347,北京法宣在线科技有限公司,2.5-3万/月,机器学习&自然语言处理研发工程师,2月5日,北京-海淀区
348,重庆市瑞德铭科技发展有限公司成都...,2-4万/月,自然语言处理工程师（腾讯正式岗位）,1月18日,深圳-南山区
349,九阳股份有限公司,0.8-1.5万/月,自然语言处理（NLP）工程师（研究院）,1月18日,杭州-江干区
350,深圳葡萄诚信息科技有限公司,1-2万/月,自然语言处理工程师,1月18日,深圳-南山区
351,福建星瑞格软件有限公司,1-2万/月,数据挖掘/机器学习算法工程师,2月9日,福州-鼓楼区
352,北京伯众联合管理咨询有限公司,3-6万/月,算法工程师（机器学习）,2月9日,北京-朝阳区
353,广东中建普联科技股份有限公司,1.5-2.5万/月,机器学习工程师,2月9日,广州-天河区
354,南京烽火星空通信发展有限公司,2-2.5万/月,机器学习/深度学习,2月8日,西安-高新技术...
355,上海跬智信息技术有限公司,200元/天,机器学习开发实习生,2月8日,上海-浦东新区
356,南京安讯科技有限责任公司,1.5-2万/月,机器学习算法工程师,2月8日,南京
357,成都二十三魔方生物科技有限公司,1-1.5万/月,高级数据分析师（机器学习，算法研究方向）,2月8日,成都-高新区
358,招商银行股份有限公司信用卡中心,3-4万/月,机器学习技术经理,2月8日,上海
359,深圳和而泰智能控制股份有限公司,2-4万/月,机器学习工程师,2月8日,深圳
360,南京汇川工业视觉技术开发有限公司,1.2-1.5万/月,机器学习算法开发工程师,2月8日,南京
361,上海衣脉信息科技有限公司,2-2.5万/月,机器学习/计算机视觉研发工程师,1月2日,上海-宝山区
362,什马互联网金融信息服务（上海）有...,2-3.5万/月,机器学习负责人,1月2日,上海-长宁区
363,江苏骏环昇旺科技产业股份有限公司,4.5-6千/月,机器学习算法工程师,2月5日,南京-玄武区
364,TCL集团工业研究院,0.8-1.5万/月,RD-机器学习工程师（可接收实习生）,2月5日,西安-高新技术...
365,深圳中兴力维技术有限公司,1.5-2万/月,机器学习系统工程师,2月5日,南京-雨花台区
366,成都通甲优博科技有限责任公司,2-2.5万/月,机器学习算法工程师,2月5日,杭州-滨江区
367,信雅达系统工程股份有限公司,20-40万/年,机器学习研究员（博士）,2月5日,杭州
368,北京科理集创科技有限公司,2.5-3万/月,人工智能工程师,2月9日,苏州
369,唯品会（中国）有限公司,3-5千/月,NLP实习生/产品编辑实习生,2月9日,北京
370,北京奇礼居商贸有限公司,0.8-1万/月,架构工程师J10062,2月9日,北京-东城区
371,上海亦墨信息科技有限公司,40-50万/年,数据科学家,2月9日,上海-黄浦区
372,有米科技股份有限公司,2-4万/月,算法工程师（NLP),2月9日,广州-番禺区
373,上海链家,,搜索引擎开发工程师(Java/Lucene),2月9日,上海-静安区
374,传神语联网网络科技股份有限公司,1-2万/月,产品经理(机器翻译引擎）,2月9日,武汉-洪山区
375,北京华大九天软件有限公司,1-2.5万/月,机器学习软件工程师,1月30日,北京
376,苹果授权培训中心（上海环球友好培...,1.5-3万/月,机器学习算法高级讲师（***或全职）,1月30日,上海-黄浦区
377,深圳市新国都技术股份有限公司,1.5-2.5万/月,自然语言处理工程师（NLP）,2月5日,深圳-南山区
378,南京必拓狮网络科技有限公司,1.5-3万/月,NLP自然语言处理工程师,2月5日,南京-秦淮区
379,北京鼎阅原创科技发展有限公司,2-2.5万/月,NLP自然语言处理工程师,2月3日,北京-海淀区
380,新译信息科技（深圳）有限公司,3-5万/月,自然语言处理研发工程师,1月16日,深圳-南山区
381,中国金融在线-金融界,1.5-2万/月,自然语言处理工程师,1月16日,北京
382,科沃斯商用机器人有限公司,1-1.5万/月,软件工程师----自然语言处理工程师 (机器学习方向),2月8日,苏州-吴中区
383,上海数旦信息技术有限公司,1.5-3万/月,机器学习算法加速工程师,2月8日,上海-徐汇区
384,大象云控（深圳）信息技术有限公司,0.8-1.5万/月,算法专家-机器学习,1月2日,深圳-南山区
385,普信恒业科技发展（北京）有限公司,2.5-3万/月,机器学习高级工程师(10010770),12月30日,北京
386,深圳光启高等理工研究院,15-35万/年,机器学习研究员/高级工程师,12月29日,深圳
387,北京中科信邦软件技术有限公司,100元/天,中科院软件所招机器学习方面实习生,2月5日,北京-海淀区
388,数云信息技术（上海）有限公司,200元/天,机器学习工程师（校招）,2月5日,上海
389,美味不用等,2.5-3万/月,机器学习工程师,2月5日,上海-浦东新区
390,杭州百赚网络科技有限公司,0.8-2万/月,数据分析师,2月9日,杭州-滨江区
391,北京亚鸿世纪科技发展有限公司,1-2万/月,算法工程师,2月9日,武汉-洪山区
392,交银企业管理服务（上海）有限公司...,0.8-1.2万/月,储备经理—流程管理主管,2月9日,上海
393,嘉才（北京）企业管理咨询有限公司,1.5-3万/月,Python爬虫工程师,2月9日,北京-海淀区
394,浙江好络维医疗技术有限公司,1-3万/月,机器学习工程师,1月29日,杭州-西湖区
395,智言科技（深圳）有限公司,2-4万/月,自然语言处理算法研究员,2月2日,深圳-南山区
396,南京地平线机器人技术有限公司,1.5-2万/月,自然语言处理算法工程师,2月2日,南京-栖霞区
397,中移（苏州）软件技术有限公司,1.5-2万/月,自然语言处理工程师（J10219）,2月2日,苏州
398,视觉中国集团,2.5-3万/月,自然语言处理工程师,2月2日,北京-朝阳区
399,深圳奥的蒙科技有限公司,3-4万/月,NLP自然语言算法工程师,2月2日,深圳-南山区
400,上海梅斯医药科技有限公司—生物谷...,1-1.5万/月,自然语言处理专家,2月2日,上海-徐汇区
401,北京灵数科技有限公司,0.8-1.5万/月,算法工程师/自然语言处理,1月15日,北京-海淀区
402,南京葡萄诚信息科技有限公司,1.5-2万/月,自然语言处理工程师,1月14日,南京-栖霞区
403,博彦科技股份有限公司,1.5-2.5万/月,自然语言处理高级工程师-北京-03218,1月13日,北京
404,金蝶软件（中国）有限公司,2-4万/月,机器学习高级开发工程师（金蝶云社区）,2月8日,深圳
