,time,location,duty,sallary,name
10774,02-09,珠海,高级电气工程师,1.2-2万/月,广东若贝特智能机器人科技有限公司
10775,02-09,北京-东城区,前程测试,0.8-1万/月,北京奇礼居商贸有限公司
10776,02-09,异地招聘,销售业务员,6-8千/月,广州菲士文化艺术传播有限公司
10777,02-09,苏州,品质课长（责任底薪+五险+包住宿）,6-8千/月,苏州纬创塑胶制品有限公司
10778,02-09,汕头,区域销售助理,4.5-6千/月,广州联车信息科技有限公司
10779,02-09,广州-黄埔区,电气装配员,4.5-5.5千/月,广州弘亚数控机械股份有限公司
10780,02-09,天津-河东区,做饭阿姨,3-4.5千/月,天津德久源商贸有限公司
10781,02-09,上海,Service Engineer,0.8-1万/月,Orange Business Services
10782,02-09,深圳-南山区,市场专员,0.8-1万/月,深圳童创星球科技有限公司
10783,02-09,上海-浦东新区,金融产品经理助理,5-6千/月,上海智帝数字科技有限公司
10784,02-09,福州,HRBP,5-7千/月,卓智网络科技有限公司
10785,02-09,成都,模拟集成电路设计师,1-2.5万/月,成都华光瑞芯微电子股份有限公司
10786,02-09,南京,检验技术员,3-4.5千/月,南京迪安医学检验所有限公司
10787,02-09,台州,项目管理工程师,10-15万/年,浙江厦光涂料有限公司
10788,02-09,宣城,财务经理,6-8千/月,安徽华卫集团禽业有限公司
10789,02-09,宁波,内科医生,6-8千/月,宁波市残疾人康复中心
10790,02-09,武汉-江岸区,工程预结算员，室内设计师，室内装饰制图员,4.5-6千/月,武汉众和恒泰建筑装饰工程有限公司
10791,02-09,广州,文职类实习生,1.8-2.5千/月,广州广电计量检测股份有限公司
10792,02-09,北京,运营兼行政助理,4-5千/月,北京保评科技有限公司
10793,02-09,无锡-无锡新区,产品检验员,2-3千/月,无锡市源通轴承有限公司
10794,02-09,异地招聘,渠道推广专员/主管,4-6千/月,珠海同桌教育科技有限公司
10795,02-09,嘉兴,专职司机,4.5-6千/月,浙江德和绝热科技股份有限公司
10796,02-09,东莞,人事管理,4.5-6千/月,东莞技研新阳电子有限公司
10797,02-09,异地招聘,医药销售代表,2-3千/月,太原天智大景医药有限公司
10798,02-09,异地招聘,财务经理,0.5-1万/月,福建省盼盼食品集团
10799,02-09,达州,OTC销售代表,4.5-6千/月,广东明林药业有限公司
10800,02-09,异地招聘,项目副经理,1-1.5万/月,安徽三尚园林工程有限公司
10801,02-09,宁波-镇海区,外贸业务员,3-4.5千/月,宁波锦鼎电器有限公司
10802,02-09,上海-长宁区,区域拓展主管,0.8-1万/月,食之秘餐饮管理（上海）有限公司
10803,02-09,异地招聘,工程助理,4.5-6千/月,惠州市鹏翔汽车配件有限公司
10804,02-09,青岛-李沧区,服装打版师,4-5千/月,青岛天和祥纺织品有限公司
10805,02-09,宁波,检验/QC,4.5-6万/年,宁波科曼电子科技有限公司
10806,02-09,盐城,房地产经纪人,4.5-6千/月,盐城筑家房地产经纪有限公司
10807,02-09,海宁,化学工程师,10-15万/年,海宁瀚高工贸有限公司
10808,02-09,石家庄,外贸会计/会计/出纳员,3-4.5千/月,河北润特橡塑制品有限公司
10809,02-09,扬州,产品销售,2-3千/月,扬州荣兴电子仪表有限公司
10810,02-09,上海-黄浦区,专职司机,5.5-6千/月,上海岚泰投资管理有限公司
10811,02-09,杭州,高级实施顾问,6-8千/月,用友网络科技股份有限公司宁波分公司
10812,02-09,泰州,操作工,3-4.5千/月,江苏梅兰化工有限公司
10813,02-09,常州,全国销售中心商务代表,6-8千/月,江苏赛普网络技术有限公司
10814,02-09,深圳-宝安区,品质主管,6-8千/月,深圳柏宁远实业有限公司
10815,02-09,佛山,生产工人,4.5-6千/月,日密科偲橡胶（佛山）有限公司
10816,02-09,常州,行政后勤,4-5千/月,一正农业科技（常州）有限公司
10817,02-09,南京-建邺区,医疗耗材销售代表,4-8千/月,南京华康医疗器械有限公司
10818,02-09,无锡,保险代理人,0.8-1万/月,友邦保险有限公司江苏分公司
10819,02-09,鞍山,人力资源总监,6-8千/月,鞍山市惠隆商贸有限公司
10820,02-09,南京-雨花台区,内勤,3-4.5千/月,江苏吉诺思美精准医学科技有限公司
10821,02-09,扬州,仓库管理员,3-4.5千/月,扬州市邗江扬子汽车内饰件有限公司
10822,02-09,宁波,龙门吊司机,0.8-1万/月,宁波大榭招商国际码头有限公司
10823,02-09,宁波,Oracle EBS开发工程师,0.6-1万/月,遨森电子商务（中国）有限公司
10824,02-09,北京-朝阳区,总裁助理/总经理助理,10-15万/年,北京道恒知源管理咨询有限公司
10825,02-09,深圳-光明新区,销售工程师,4.5-6千/月,深圳市微米生物技术有限公司
10826,02-09,宁波-海曙区,五金采购,4.5-6千/月,宁波奥威进出口有限公司
10827,02-09,上海-青浦区,注册造价师,1-1.5万/月,上海星滕工贸有限公司
10828,02-09,柳州,质检员,3-4.5千/月,柳州市龙杰汽车配件有限责任公司
10829,02-09,异地招聘,加工品检查,3-4千/月,昆山艾木夕弹簧设备有限公司
10830,02-09,苏州-工业园区,技术学徒工,3-4.5千/月,苏州市富通精密机械有限公司
10831,02-09,北京-海淀区,办公室主任,3.8-5千/月,中关村智城军民融合信息安全工程技...
10832,02-09,西安,电子零部件工程师,0.3-1万/月,西安众为激光应用技术研究所有限公司
10833,02-09,异地招聘,弱电工程师,6-8千/月,浙江万银汽车集团有限公司
10834,02-09,上海-静安区,产品专员,0.8-1万/月,上海科湃腾信息科技有限公司
10835,02-09,苏州-高新区,人事助理,3-4.5千/月,苏州东晔贸易有限公司
10836,02-09,常州,高级机修工,4.5-6千/月,常州浩全电气科技有限公司
10837,02-09,西安,计算机管理,0.5-1.5万/月,西安众为科技发展有限公司
10838,02-09,上海,财务会计,4.5-6千/月,上海龙威医药有限公司
10839,02-09,绍兴,人力资源总监,1-1.5万/月,丰岛控股集团有限公司
10840,02-09,宁波,业务经理,5-8万/年,中和华丰建设有限责任公司
10841,02-09,西安,西安众为融资担保公司总经理,0.8-4万/月,西安众为激光
10842,02-09,南京,财务统计员,2-3千/月,南京中竞科电子科技有限公司
10843,02-09,昆山,驻厂工程师,5-6千/月,苏州综讯电脑集成有限公司
10844,02-09,上海-浦东新区,财务经理,0.8-1万/月,上海万历报关有限公司
10845,02-09,宜春,机械工程师,4-6千/月,江西爱丽新材料科技有限公司
10846,02-09,嘉兴,麻醉师,0.8-1万/月,嘉兴名仕眼科医院有限公司
10847,02-09,上海-静安区,北美香格里拉开发商新媒体运营专员,0.8-1.2万/月,加拿大西岸置业集团
10848,02-09,金华,前期质量工程师,5-8.5千/月,浙江德浩实业有限公司
10849,02-09,无锡,总裁助理,0.8-1万/月,鹏鹞环保股份有限公司
10850,02-09,上海-浦东新区,租船操作,4.5-6千/月,上海鑫昕船务有限公司
10851,02-09,大连,Manufacturing Technician 生产技术员,3-6千/月,英特尔半导体（大连）有限公司
10852,02-09,北京-朝阳区,俄语销售,0.4-1万/月,北京戈尔梅特科技有限公司
10853,02-09,武汉-江夏区,金融港8小时双休纯文职客服,4.5-6千/月,泰康人寿武汉电销支持中心
10854,02-09,北京-大兴区,财务会计专员,4.5-6千/月,北京天创雨林科技有限公司
10855,02-09,济南,商业资讯编辑/国际部主任,6-8千/月,济南玖泰投资管理有限公司
10856,02-09,青岛-市南区,机电一体化/自动化工程师,3-6千/月,青岛益多科技有限公司
10857,02-09,大连,日语翻译（对日在线中文教学）,4-8千/月,沈阳璇玑钰途教育信息咨询有限公司
10858,02-09,广州-黄埔区,14元每小时物流分拣包装工,3-4.5千/月,广州市海珠区民誉家政服务部
10859,02-09,南通,费用会计,3-4千/月,上海现代制药海门有限公司
10860,02-09,吉安,外贸业务员,3-4.5千/月,吉安市青原区庆丰过滤器材有限公司
10861,02-09,苏州-高新区,环境实验室检测员,3-4.5千/月,苏州市建科检测技术有限公司
10862,02-09,上海,渠道经理/销售经理（网络渠道）,20-30万/年,上海度民生命信息科技有限公司
10863,02-09,深圳,服务员,3-4.3千/月,梦园咖啡吧
10864,02-09,广州-黄埔区,I京I东14元小时长白班包装寒假工（包住）,3-4.5千/月,上海独角鲸网络科技有限公司广州分...
10865,02-09,深圳,临时工/普工/16块/钟/包吃住,5-6万/年,瑞茂光电科技（深圳）有限公司
10866,02-09,大连-中山区,售后客服,3-4.5千/月,大连妙桃之恋医疗科技有限公司
10867,02-09,上海-青浦区,模具结构设计工程师,0.8-1.2万/月,上海菲格瑞特汽车科技股份有限公司
10868,02-09,东莞,招聘专员,3-4.5千/月,东莞市台德实业有限公司
10869,02-09,南京-雨花台区,暖通工程师、技术支持,6-8千/月,江苏光合作用机电设备有限公司
10870,02-09,深圳-南山区,装饰预算员,0.7-1.1万/月,北京金碧合力建筑设计工程有限公司
10871,02-09,长春,销售经理,4.5-6千/月,吉林酉盛达农业科技有限公司长春分...
10872,02-09,无锡,快消品销售代表+住宿+提成,6-8千/月,无锡盛飞同创商贸有限公司
10873,02-09,无锡,出纳兼行政,3-4.5千/月,江苏鼎控电子科技有限公司
10874,02-09,广州-越秀区,房地产销售精英（潮汕人优先） 储备骨干 底薪3500包住,0.8-1.5万/月,广州仁隆房地产销售代理有限公司五...
10875,02-09,广州-黄埔区,14元每小时物流包装工,3-4.5千/月,广州市博大电子设备有限公司
10876,02-09,广州-黄埔区,长白班14元/小时物流分栋寒假工,140元/天,广州嘉盈物流有限公司
10877,02-09,北京-丰台区,公司高薪诚招服务员----保安,4.5-6千/月,北京岁月如歌娱乐城有限公司
10878,02-09,惠州,生产普工,3-4.5千/月,惠州市友联兴电子科技有限公司
10879,02-09,深圳-福田区,功夫培训老师***招聘,600元/天,深圳市新语通教育咨询有限公司
10880,02-09,漳州,司机,6-8千/月,漳州市宇达工贸有限公司
10881,02-09,广州-天河区,急招包吃住3500服务员,3-4.5千/月,广州市天河区天河吴群火锅店
10882,02-09,大连-旅顺口区,加工中心,4.5-6千/月,大连宝瑞泵业有限公司
10883,02-09,异地招聘,员工,3-4.5千/月,东莞市超群实业投资有限公司
10884,02-09,上海-黄浦区,李吉他上海門店店員,30元/小时,展华向日贸易（上海）有限公司
10885,02-09,盐城,机械设计工程师,0.6-1.1万/月,江苏江佳机械有限公司
10886,02-09,苏州-吴江区,注塑班长,6-8千/月,三进光电（苏州）有限公司
10887,02-09,异地招聘,普工/操作工,4.5-6千/月,苏州攀胜华电子有限公司
10888,02-09,广州-黄埔区,直招（电子厂）普工+临时工+操作工5500包吃住/仓管员,6-8千/月,广东石头电子科技有限公司
10889,02-09,宁波-鄞州区,信息采集员（宁波鄞州区）,3-4.5千/月,前程无忧代招聘
10890,02-09,异地招聘,温泉服务员,3-4.5千/月,广州从化碧水湾温泉度假村有限公司
10891,02-09,上海-宝山区,仓库开票员,4.5-6千/月,上海龙跃数码科技有限公司
10892,02-09,咸阳,乾县文员,2-3千/月,陕西长丰企业管理咨询有限公司
10893,02-09,上海-普陀区,普陀区企业学校幼儿园保安,2-3千/月,上海诚信中宁物业服务有限公司
10894,02-09,沈阳-沈北新区,钻工,3-4.5千/月,沈阳广达科技发展有限公司
10895,02-09,东莞-东城区,电商美工/平面设计,4.5-6千/月,东莞市日兴纺织贸易有限公司
10896,02-09,异地招聘,仪器检验员,3-6.5千/月,湖北亿诺瑞生物制药有限公司
10897,02-09,异地招聘,高薪诚聘KTV 服务员 营销员保底一万起包食宿,1-1.5万/月,武汉天长地久酒店管理有限公司
10898,02-09,广州-番禺区,折弯学徒,3-4.5千/月,广州杰孚机械设备有限公司
10899,02-09,扬州,仓管员,3-4.5千/月,江苏和天下节能科技有限公司
10900,02-09,成都-武侯区,资料员,2-3千/月,成都绿茵景园工程有限公司
10901,02-09,广州-黄埔区,14元每小时物流分拣包装,3-4.5千/月,广州市智识九型文化传播有限公司
10902,02-09,中山,客房服务员,3-4万/年,中山市富派酒店有限公司
10903,02-09,武汉-硚口区,房地产销售,8-10万/年,武汉房友会房地产经纪有限公司
10904,02-09,南京,BD经理,4-8千/月,北京多来点信息技术有限公司-南京...
10905,02-09,珠海,用户体验设计师,0.5-1万/月,珠海横琴汇川科技有限公司
10906,02-09,广州-黄埔区,销售经理,8-10万/年,广州市电友电气设备有限公司
10907,02-09,异地招聘,注册税务师（接受非执业）,8-20万/年,西宁观复商务咨询有限公司
10908,02-09,中山,灯饰设计师,1.5-3万/月,PRO LIGHTING CO.
10909,02-09,异地招聘,汽车销售公司经理,6-10万/年,泰州东君物流发展有限公司
10910,02-09,上海,英文租赁销售精英(涉外租赁房产中介) 立即入职,5-19万/年,上海金乘房地产经纪事务所
10911,02-09,异地招聘,技术研发,3-4.5千/月,宁波创基机械有限公司
10912,02-09,上海,宴会销售经理,4.5-6千/月,上海中油阳光大酒店
10913,02-09,深圳-宝安区,写字楼物业消防主任,0.8-1万/月,深圳市鸿荣源物业管理有限公司
10914,02-09,成都-高新区,预售高底薪聘请会籍顾问3100元+高提成,1-1.5万/月,成都文野健身服务有限公司
10915,02-09,青岛-城阳区,导购销售,3-6千/月,市北区世迈美居家居店
10916,02-09,惠州,月5500元 包吃住 质检普工 组装操作包装仓管 正式临时,4.5-6千/月,弗雷尔电子科技
10917,02-09,沈阳-皇姑区,拉面店诚聘员工,2万以下/年,沈阳市皇姑区冨久内拉面店
10918,02-09,广州-天河区,好邻居美食城 收银员,4-5万/年,前程无忧代招聘
10919,02-09,青岛-即墨区,仓库管理员,3-4.5千/月,青岛丰宝汽车离合器有限公司
10920,02-09,上海-松江区,数控车工,4.5-6千/月,上海迅威金属制品有限公司
10921,02-09,南昌-青山湖区,SMT操作员品检员,4.5-6千/月,南昌明高科技有限公司
10922,02-09,成都-高新区,校园招聘专员,4.5-6千/月,四川天玑劳务服务有限公司
10923,02-09,上海,中央空调维修操作,4.5-6千/月,上海迅业工贸有限公司
10924,02-09,广州-天河区,外贸经理,1.5-2万/月,广东黑网科技股份有限公司
10925,02-09,宁波,促销礼品采购,4.5-6千/月,宁波萃丰进出口有限公司
10926,02-09,武汉-洪山区,统计员,3-4.5千/月,福建省武夷山嘉乐食品有限公司
10927,02-09,成都-高新区,财务助理,3-4.5千/月,成都咪宅奇林文化传播有限公司
10928,02-09,保定,初中历史老师,4-8千/月,保定东方双语学校
10929,02-09,上海,生产技术,6-10万/年,上海三立汇众汽车零部件有限公司
10930,02-09,天津-河西区,急招夜班小时工（梅江凤水园店）,2-3千/月,柒一拾壹（天津）商业有限公司
10931,02-09,广州-黄埔区,14元每小时物流包装工,3-4.5千/月,广州联搜计算机有限公司
10932,02-09,广州-黄埔区,直招（电子厂）普工+临时工+操作工5500包吃住/快递员,6-8千/月,广东冠通电子科技有限公司
10933,02-09,宁波,会计,4.5-6千/月,宁波明玥汽车服务有限公司
10934,02-09,青岛-即墨区,看机工,3-4.5千/月,青岛明仕派服饰有限公司
10935,02-09,杭州-西湖区,电话客服,4.5-6千/月,杭州有赞科技有限公司
10936,02-09,上海-闵行区,退税专员,4.5-6千/月,嘉善聚博英信息咨询有限公司
10937,02-09,泰州,装配工,3-4.5千/月,泰州市海陵区德胜体育用品有限公司
10938,02-09,深圳-龙华新区,外贸专员,4.5-6千/月,深圳市博睿联橡塑材料有限公司
10939,02-09,南京-建邺区,招生/课程顾问,1-2万/月,金色雨林南京分中心
10940,02-09,上海,账户风险管理科科员 （存款业务条线）,,三井住友银行（中国）有限公司
10941,02-09,广州-南沙区,服装设计师（印花设计、包吃住+周末双休）,5-8千/月,广州番禺卓华服装有限公司
10942,02-09,南京-建邺区,营销主管,0.8-1万/月,南京优迪心教育咨询有限公司
10943,02-09,上海-普陀区,阿里巴巴国际站运营,5-6千/月,上海洪天景业国际贸易有限公司
10944,02-09,广州-越秀区,招聘主管,4.5-6千/月,广东喜林东方供应链股份有限公司
10945,02-09,杭州-临安区,设备工程师,0.6-1万/月,浙江万晟药业有限公司
10946,02-09,上海-徐汇区,销售代表,7.5-8千/月,上海丸菱贸易有限公司
10947,02-09,青岛,视觉设计/视觉营销/电商设计/京东美工,6-8千/月,青岛凯萨制本厂有限公司
10948,02-09,无锡-梁溪区,CAD绘图员,6-8千/月,江苏汇利丰照明有限公司
10949,02-09,杭州-拱墅区,环保治理项目技术副总,1-1.5万/月,浙江金瑞环保科技有限公司
10950,02-09,上海-浦东新区,机械加工检验员,3-4.5千/月,上海达盾自动化科技有限公司
10951,02-09,常熟,作业员,5-6万/年,常熟世名化工科技有限公司
10952,02-09,苏州-姑苏区,餐厅炉灶厨师（店直招）,3-4.5千/月,苏州福得阁餐饮有限公司
10953,02-09,沈阳,资深餐饮渠道销售,0.8-1万/月,加拿大海鲜渔业公司上海代表处
10954,02-09,西安-高新技术...,电子消费品工艺技术员,3-4.5千/月,环球印务
10955,02-09,长沙-望城区,调试服务工程师,4.5-6千/月,长沙衡开智能科技有限公司
10956,02-09,重庆-渝北区,票务,3-3.5千/月,重庆泽胜文旅商业管理有限公司
10957,02-09,无锡,人事助理,4-5千/月,斗山液压机械（江阴）有限公司
10958,02-09,无锡-江阴市,仓库管理员,3-4.5千/月,江苏富仁集团有限公司
10959,02-09,武汉-江汉区,咸宁襄阳汉川医疗器械市场推广,3-8千/月,武汉康瑞科技有限公司
10960,02-09,上海-静安区,国内销售业务员,3-4.5千/月,浙江朗晟橡塑有限公司
10961,02-09,武汉-汉阳区,上下模工,4.5-6千/月,武汉鑫意达汽车零部件有限公司
10962,02-09,广州-荔湾区,推拿师,6-8千/月,广州慈蔼汇健康美容有限公司
10963,02-09,北京-丰台区,旅游计调,0.5-2万/月,北京精诚假期国际旅游有限公司
10964,02-09,武汉-洪山区,6K+ 文案策划高薪诚聘+需有广告公司工作经验,4-8千/月,武汉逸隆鑫海电子商务有限公司
10965,02-09,成都,销售代表（带薪年假+年底双薪+管理）,0.8-1万/月,成都方与圆科技有限公司
10966,02-09,北京-顺义区,国内采购,6-8千/月,霍柯建筑制品（北京）有限公司
10967,02-09,成都,采购助理,3-4.5千/月,成都尚美缤纷电子商务有限公司
10968,02-09,北京-朝阳区,销售专员,4-6千/月,北京申耀东方网络科技有限公司
10969,02-09,北京-通州区,政府网站编辑记者/撰稿人,4-8千/月,北京孝赢天下文化发展有限公司
10970,02-09,上海-金山区,薪资核算员,3-4.5千/月,上海鑫益瑞杰有色合金有限公司
10971,02-09,南京-浦口区,绿化技术员（急招）,6-8千/月,南京珍珠泉园林建设有限公司
10972,02-09,昆山,产品工程师,3-4.5千/月,越峰电子(昆山)有限公司
10973,02-09,苏州-相城区,操作工,4.5-6千/月,苏州新颖新材料科技股份有限公司
10974,02-09,无锡,仓库管理员,3-4.5千/月,无锡比朗实验仪器制造有限公司
10975,02-09,上海-静安区,上海启蒙人才服务有限公司 销售,6-8千/月,前程无忧代招聘
10976,02-09,北京,包吃住/育新电子普工,3-4.5千/月,华奥弘盛企业管理服务（北京）有限...
10977,02-09,异地招聘,出纳,2-3千/月,云南捷盟实业有限公司
10978,02-09,东莞-东坑镇,包吃住 月5800元 坐班普工 质检组装操作包装 正式临时,4.5-6千/月,镭镁铔精密仪器
10979,02-09,天津-河西区,电话销售,4-5万/年,天津市河西区方奈优品家电销售经营部
10980,02-09,合肥-政务区,网站编辑（水产养殖网）,3-4.5千/月,南京问商网络科技有限公司
10981,02-09,湖州,主办会计（湖州）,6-8千/月,奥克斯地产杭州分公司
10982,02-09,银川,数控操作工,3-4.5千/月,共享智能铸造产业创新中心有限公司
10983,02-09,北京,销售总监,40-50万/年,北京汇人科技发展有限责任公司
10984,02-09,桂林,店长,3-5千/月,广西酒伙计商贸有限公司
10985,02-09,郑州-二七区,档案整理/档案装订人员,3-4.5千/月,文鑫科技有限公司
10986,02-09,呼和浩特,市场经理,1-1.5万/月,内蒙古兴乐网络科技有限公司
10987,02-09,上海-浦东新区,猎头经理,0.8-1.5万/月,上海常驰信息技术有限公司
10988,02-09,深圳-福田区,市场实习生,2-3千/月,上海锝茂信息科技有限公司
10989,02-09,上海-宝山区,财务/会计助理(电商）,4.5-6千/月,杭州宾博贸易有限公司
10990,02-09,昆明-呈贡区,代维工程师（代招）,3-4.5千/月,云南海子房车露营发展有限公司
10991,02-09,武汉,光模块产品工程师,10-25万/年,富泰科技（香港）有限公司
10992,02-09,北京-昌平区,机电测试员,3-4千/月,北京美科艺数码科技发展有限公司
10993,02-09,上海-宝山区,市场营销员 化工,3-4.5千/月,上海帅科化工有限公司
10994,02-09,无锡-江阴市,操作工,3-4.5千/月,江阴金山福达化工有限公司
10995,02-09,佛山,普车车工,6-8千/月,佛山市南海区铿达机械制品厂
10996,02-09,杭州,***高铁店员,19元/小时,上海锦霓实业有限公司
10997,02-09,昆明,诚聘货车驾驶员,3-4.5千/月,云南同丰医药有限公司
10998,02-09,东莞-长安镇,仓管员,3-4.5千/月,东莞市爱伦电子科技有限公司
10999,02-09,杭州,浙江区销售代表（中国电信政务软件基地）,20-30万/年,杭州天翼智慧城市科技有限公司
11000,02-09,广州-天河区,新媒体主管,7-8千/月,广州艾美信息科技有限公司
11001,02-09,异地招聘,人事行政经理,0.8-1万/月,东易日盛家居装饰集团股份有限公司
11002,02-09,长沙-雨花区,外贸业务员,5-8千/月,湖南荟业电子商务有限公司
11003,02-09,上海-浦东新区,操作工,6-8千/月,上海蕴和实业发展有限公司
11004,02-09,异地招聘,入职奖1500 富士康电子厂5800包吃住 普工/包装工20/时,4.5-6千/月,广东益佳电子有限公司
11005,02-09,广州-番禺区,招番禺万达保洁可回家,3-4万/年,广州冠洁物业管理有限公司
11006,02-09,异地招聘,Purchasing Coordinator,4-7千/月,铭司宜（上海）照明电器贸易有限公司
11007,02-09,上海-浦东新区,服务管控专员,5.5-6.5千/月,丛达汽车租赁（上海）有限公司
11008,02-09,上海,网络工程师,1.5-2万/月,上海汇正财经顾问有限公司
11009,02-09,上海-浦东新区,总经理助理,6-8千/月,上海星申仪表有限公司
11010,02-09,南京-秦淮区,技术支持工程师,3-4.5千/月,南京海比信息技术有限公司
11011,02-09,常州-武进区,货控,3-4.5千/月,常州安科电子商务有限公司
11012,02-09,济南,迎宾,6-8千/月,天桥区大明良足足浴保健会所
11013,02-09,佛山,仓库管理员,3-4.5千/月,佛山市诺普材料科技有限公司
11014,02-09,中山,急招临时工/月收入5800/普工/包装工+包吃住+福利好,6-8千/月,广东益佳电子有限公司
11015,02-09,上海-长宁区,出纳兼行政助理,4.5-6千/月,艾磨特贸易（上海）有限公司
11016,02-09,异地招聘,质检员,4.5-6千/月,浙江中海达空间信息技术有限公司
11017,02-09,成都-武侯区,内勤助理,3-4.5千/月,成都国子联教育科技有限公司
11018,02-09,成都,B2B 财务专员,,百威（中国）销售有限公司成都分公司
11019,02-09,上海-闵行区,仓库复核岗（提供住宿、五险一金、双休）,6-8万/年,杭州热景生物技术有限公司
11020,02-09,郑州,叉车工,3-4.5千/月,南京国晟物流有限公司
11021,02-09,异地招聘,项目领队,6-8千/月,广东新华威电子科技
11022,02-09,上海-虹口区,外贸单证,4.5-6.5千/月,上海赛发国际贸易有限公司
11023,02-09,南京-六合区,二手房置业顾问,0.8-1万/月,南京弘旭置业顾问有限公司
11024,02-09,哈尔滨,包装实习生,,百威英博哈尔滨啤酒有限公司
11025,02-09,深圳-福田区,香薰师,1-1.5万/月,深圳市祥悦阁健康管理有限公司
11026,02-09,异地招聘,车工,4.5-6千/月,四川省锐能石油工程技术服务有限公司
11027,02-09,扬州,招聘经理/人力资源部主管,4.5-6.5千/月,新联康（中国）有限公司
11028,02-09,西安-雁塔区,联通增值客服3000+,3-4.5千/月,中国联通西安分公司市场部
11029,02-09,北京-朝阳区,创新产品经理,,百威（中国）销售有限公司北京分公司
11030,02-09,佛山-三水区,IT专员,6-8千/月,百威英博（佛山）啤酒有限公司
11031,02-09,异地招聘,促销员,,博西家用电器(中国)有限公司吉林办...
11032,02-09,青岛-市北区,涂料技术服务工程师,4.5-6千/月,青岛中泰华盛实业有限公司
11033,02-09,深圳-南山区,人事经理,0.8-1万/月,深圳市天泰国际旅行社有限公司
11034,02-09,昆山,助理（文员）,3-4万/年,安泰汽车电气系统（昆山）有限公司
11035,02-09,上海,招聘办公室文员,4-5千/月,上海星海天冲压件有限公司
11036,02-09,南昌,景观照明设计师,10-15万/年,江西省中业景观工程安装有限公司
11037,02-09,北京-海淀区,后勤录入员（6险一金  年终奖）,4.5-6千/月,北京南瑞利华教育科技有限公司
11038,02-09,上海,少儿英语市场地推专员,4.5-6千/月,海伦多兰少儿英语浦东联洋中心
11039,02-09,宁波-鄞州区,人事招聘培训专员,3-5千/月,浙江嘉丁科技有限公司
11040,02-09,南宁,质量部实习生,1.5-2千/月,百威英博啤酒（南宁）有限公司
11041,02-09,东莞,销售代表-东莞KA,3-4.5千/月,百威（中国）销售有限公司广州分公司
11042,02-09,武汉-汉阳区,维护工程师,0.6-1万/月,百威英博（武汉）啤酒有限公司
11043,02-09,长沙,平面设计师（五险一金+年终奖金+专业培训）,4.5-6千/月,湖南省金谱商务印刷有限公司
11044,02-09,广州-白云区,中石化加油站秩序维护员,3-4.5千/月,广州市安信保安服务有限公司
11045,02-09,上海-青浦区,加工中心操作工,4.5-6千/月,上海真空泵厂有限公司
11046,02-09,哈尔滨-道里区,小烫零工,3-4.5千/月,黑龙江林植制衣有限公司
11047,02-09,广州-海珠区,厨师（星级餐厅+包吃住）,3-4.5千/月,广州糖枫餐饮管理有限公司
11048,02-09,异地招聘,重百招治安员,3-4万/年,重庆百货大楼股份有限公司泸州商场
11049,02-09,深圳-福田区,联想集团18元一小时普工临时工寒假工暑假工,4.5-6千/月,深圳广利企业管理有限公司
11050,02-09,杭州-西湖区,UI设计师,1-1.5万/月,尼禄（杭州）软件有限公司
11051,02-09,北京-东城区,APP开发工程师,1-1.5万/月,中科水润科技发展（北京）有限公司
11052,02-09,上海-浦东新区,物业客服,5-6千/月,震旦国际大楼（上海）有限公司
11053,02-09,杭州,市场策划总监,1.5-2万/月,杭州汇众房地产经纪有限公司
11054,02-09,北京,消防中空运,5-6千/月,中兴发展有限公司
11055,02-09,上海-黄浦区,Senior Recruiter,,百威英博投资（中国）有限公司
11056,02-09,杭州,销售代表-杭州丁桥\笕桥,,百威（中国）销售有限公司浙江分公司
11057,02-09,厦门,Info PBO Intern （商务数据管理）,,百威英博（厦门）管理运营有限公司
11058,02-09,信阳,行政文员,2-3千/月,百威英博（信阳）啤酒有限公司
11059,02-09,长沙,茶颜悦色店员3000+包住,3-4.5千/月,长沙市天心区茶颜悦色饮品店
11060,02-09,东莞,电工,2-3千/月,东莞市浈颖机械设备有限公司
11061,02-09,青岛-崂山区,销售代表/业务员(五险+无责任底薪+高提成）,2.5-5千/月,青岛益安实验室设备工程有限公司
11062,02-09,济南-历城区,业务代表+带薪培训+住宿+五险,3-8千/月,济南中合商贸有限公司
11063,02-09,上海-杨浦区,纪检监察干事,1-1.5万/月,上海精智实业股份有限公司
11064,02-09,重庆-北碚区,采购专员（五险一金+双休）,3.5-5.5千/月,重庆迈科唯医疗科技有限公司
11065,02-09,漳州,酿造操作工(发酵),,百威英博雪津啤酒有限公司
11066,02-09,无锡-惠山区,技术工程师,3.5-5千/月,无锡方寸工具有限公司
11067,02-09,北京,客服专员,4-6千/月,合肥新大陆数码电子有限公司
11068,02-09,滁州,平安普惠客户经理,0.8-1.2万/月,平安普惠投资咨询有限公司滁州龙蟠...
11069,02-09,常州,市场营销总监,1-1.5万/月,常州悠兰教育信息咨询有限公司
11070,02-09,昆明,主管会计,4.5-6千/月,云南丰祺健康产业发展有限责任公司
11071,02-09,广州-越秀区,房产实习储备骨干 包住 底薪4500 五险一金 带薪培训,1.5-2万/月,广州仁隆房地产销售代理有限公司五...
11072,02-09,广州-越秀区,市场助理-（负责餐饮渠道，第三方）,3-4.5千/月,百威（中国）销售有限公司上海分公司
11073,02-09,南京,餐饮售代表-南京,4.5-6千/月,百威英博（中国）销售有限公司江苏...
