,location,time,sallary,name,duty
3119,武汉,3月12日,60-80万/年,武汉珍妮医疗美容门诊部有限公司,整形外科医生
3120,广州-海珠区,3月12日,5-15万/月,广州市尚观展览工程有限公司,渠道管理总监\行业竞企分析---储备合伙人
3121,厦门,3月12日,10万以上/月,厦门世联兴业房地产顾问有限公司,社区管家（业务方向）
3122,南京-建邺区,3月12日,100万以上/年,江苏高润资产管理有限公司,营销总经理
3123,宁波,3月12日,7-10万/月,宁波龙巍环境科技有限公司,技术研发工程师
3124,杭州-余杭区,3月12日,7-10万/月,杭州广发电子技术有限公司,质量管理经理/质量负责人/质量管理主管
3125,上海-奉贤区,3月12日,2300元/天,合朝电器（上海）有限公司,产品检验员
3126,杭州-拱墅区,3月12日,8-12万/月,杭州齐观建筑装饰设计有限公司,销售经理
3127,上海-浦东新区,3月12日,11.1-11.1万/月,上海英诺伟医疗器械有限公司,软件运维工程师/ERP 工程师
3128,上海-浦东新区,3月12日,60-80万/年,江苏豪森药业集团有限公司-营销事...,医学事务部高级经理
3129,异地招聘,3月12日,7-10万/月,徐州瑞远房地产开发有限公司,土建工程师（邳州）
3130,杭州-西湖区,3月12日,15-25万/月,杭州小塔信息技术有限公司,注册造价师有证公路
3131,异地招聘,3月12日,6-30万/月,威赫热能技术（上海）有限公司,气凝胶绝热材料技术工程师
3132,杭州-滨江区,3月12日,10万以上/月,杭州盛格软控机电有限公司,销售经理
3133,西安,3月12日,10万以上/月,西安百媚美容美发有限责任公司,美容院区域经理
3134,上海-黄浦区,3月12日,99.5-100万/月,上海艾的商务咨询有限公司,澳洲持牌律师
3135,武汉-江汉区,3月12日,60-80万/年,湖北唐缘生物医药科技有限公司,市场营销总监
3136,北京-朝阳区,3月12日,10-18万/月,北京贝壳优学教育科技有限公司,幼儿英语课程研发经理
3137,上海-黄浦区,3月12日,10万以上/月,周生生（中国）商业有限公司上海分...,市务/市场部实习生
3138,上海-徐汇区,3月12日,7-10万/月,上海欣兆阳信息科技有限公司,首席数据科学家
3139,达州,3月12日,5-7万/月,平安普惠投资咨询有限公司成都三分...,销售行政专员
3140,上海-长宁区,3月12日,5000元/天,朗盟医药信息咨询（上海）有限公司,SCI医学编辑（临床）
3141,异地招聘,3月12日,100万以上/年,奥格生物技术（上海）有限公司,江西福建销售经理（或经销商）
3142,深圳-南山区,3月12日,10万以上/月,深圳普得技术有限公司,首席技术官
3143,异地招聘,3月12日,100万以上/年,上海合星商务咨询有限公司广州分公司,100万团队经理
3144,上海-普陀区,3月12日,15-30万/月,上海研砼治筑建筑科技有限公司,工厂厂长
3145,杭州-江干区,3月12日,5-7万/月,新城控股集团浙江公司,项目总经理
3146,上海-金山区,3月12日,8000元/天,日铭电脑配件（上海）有限公司,冲压高级工程师
3147,南京-雨花台区,3月12日,80-150万/年,南京天数信息科技有限公司,机器学习算法专家
3148,异地招聘,3月12日,8.3-13.1万/月,宁波诺丁汉大学,航天工程技术人员
3149,上海,3月12日,18-36万/月,创愿（上海）信息技术有限公司,Java高级开发工程师
3150,南京-栖霞区,3月12日,5-7万/月,江苏龙蟠科技股份有限公司,叉车工
3151,上海-长宁区,3月12日,100万以上/年,上海稀彼爱信息科技有限公司,华东区销售总监
3152,上海-徐汇区,3月12日,6-10万/月,江苏万新光学有限公司,文案策划/新媒体运营
3153,北京-大兴区,3月12日,5000元/小时,滕氏工贸发展有限公司,电工
3154,宁波,3月12日,9.6-12万/月,宁波富豪控股集团有限公司,人力资源主管
3155,杭州-富阳区,3月12日,5-6万/月,杭州绿飞诗贸易有限公司,外贸单证员
3156,深圳-宝安区,3月12日,100万以上/年,深圳市瑞森思科技有限公司,销售经理
3157,苏州,3月12日,5000元/小时,安徽铜峰电子股份有限公司,品保（IQC）
3158,上海,3月12日,6-12万/月,学乐教育信息咨询(上海)有限公司,儿童英语教师（杨浦控江）
3159,广州-番禺区,3月12日,10万以上/月,广州市一杯子服装有限责任公司,贴牌业务经理
3160,上海-浦东新区,3月12日,5-7万/月,贵州华芯通半导体技术有限公司,"Sr. Manager/Technical Director, Core Design"
3161,深圳-福田区,3月12日,100-500万/年,香港卡连弗国际有限公司,首席运营官/COO
3162,天津-和平区,3月12日,5-7万/月,天津博真科技有限公司,招商经理
3163,武汉-武昌区,3月12日,80-100万/年,武汉辰尚商贸有限公司,市场总监
3164,武汉-武昌区,3月12日,80-100万/年,北京恒昌汇财投资管理有限公司,城市经理
3165,武汉-江夏区,3月12日,5-7万/月,武汉市江夏区沁音国乐培训中心,艺术教育中心店长
3166,成都-青白江区,3月12日,5-7万/月,中国物流股份有限公司成都分公司,仓储配送经理
3167,上海-普陀区,3月12日,5-7万/月,上海微蓝医疗美容门诊部有限公司,专业整骨医师
3168,宁波-鄞州区,3月12日,5-7万/月,上海永达申龙汽车销售服务有限公司...,内训师
3169,深圳,3月12日,10万以上/月,深圳市名仕度服饰有限公司,业务员
3170,襄阳,3月12日,10万以上/月,周生生（中国）商业有限公司广州分...,分店行政主任/行政副主任
3171,成都-锦江区,3月12日,10万以上/月,锦江区林鼎蜀上火锅店,加盟专员
3172,西安-高新技术...,3月12日,7.5-8.4万/月,河南省豫东石油有限公司,总经理
3173,深圳-福田区,3月12日,7-10万/月,深圳市华语传奇广告有限公司,3D设计师
3174,深圳,3月12日,5-7万/月,深圳市恒领投资咨询有限公司,云平台架构师/技术总监
3175,北京-朝阳区,3月12日,5-7万/月,北京七彩华夏健康科技发展中心,法务专员
3176,深圳-南山区,3月12日,60-80万/年,深圳市启明星电子商务有限公司,MSOD011E-市场总监
3177,青岛,3月12日,10万以上/月,一诺仪器（中国）有限公司,Linux驱动工程师
3178,深圳,3月12日,2130元/小时,深圳市神牛摄影器材有限公司,QC拉长
3179,上海-宝山区,3月12日,12-30万/月,易贝乐国际少儿英语（上海）,中心主任（上海嘉年华中心）
3180,台州,3月12日,80-100万/年,浙江厦光涂料有限公司,营销总监（华南片区）
3181,广州-越秀区,3月12日,5-10万/月,广州溪花汀生物科技有限公司,招商部总监
3182,厦门,3月12日,10-20万/月,厦门易灵网络科技有限公司,（新媒体）运营主管
3183,西双版纳,3月12日,80-100万/年,西双版纳曼阁房地产开发有限公司,总经理
3184,深圳-龙岗区,3月12日,15-35万/月,深圳市翠绿首饰股份有限公司,珠宝研发设计总监
3185,深圳-龙华新区,3月12日,10万以上/月,深圳佑荟半导体有限公司,LED外延研发工程师
3186,杭州,3月12日,4000元/天,杭州嘉创塑胶电子有限公司,检验员
3187,广州,3月12日,12-20万/月,国药控股广州有限公司,信息系统运维经理
3188,异地招聘,3月12日,7-10万/月,广州市海珠区新江南菜馆,总厨粤菜香港厨师急招3人30-100K元月
3189,杭州,3月12日,30-40万/月,杭州精工机械有限公司,销售总监
3190,异地招聘,3月12日,20-30万/月,国电华研电力科技有限公司,区域销售经理（江西）
3191,广州-增城,3月12日,7-10万/月,广州市道首投资咨询有限公司,企划部经理/总监
3192,深圳-宝安区,3月12日,10万以上/月,深圳市欧博科技有限公司,外贸销售专员
3193,上海-浦东新区,3月12日,5-7万/月,中芯国际集成电路制造（上海）有限...,HR Director - Shared Service Center
3194,深圳-福田区,3月12日,80-100万/年,十金（深圳）新媒体有限公司,区域销售经理
3195,武汉,3月12日,5-7万/月,武汉美斯坦福信息技术有限公司,财务总监
3196,异地招聘,3月12日,60-80万/年,深圳市资福药业有限公司,安徽分公司总经理（省区经理）
3197,常熟,3月12日,10万以上/月,友众信业金融信息服务（上海）有限...,人人贷友信--诚聘信贷客户经理，月薪8000-15000
3198,深圳-宝安区,3月12日,5500元/天,深圳市世纪本原科技股份有限公司,DIP拉长
3199,东莞-塘厦镇,3月12日,100万以上/年,深圳市华智产业园运营有限公司,工业园/厂房/产业园投资开发总监/经理/专员
3200,无锡-梁溪区,3月12日,7-10万/月,深圳市珍爱网信息技术有限公司,珍爱网高薪诚聘高端销售顾问（五险一金+双休）
3201,成都-高新区,3月12日,3000元/天,成都鑫源建筑与物管职业培训中心,物业项目经理培训讲师
3202,长沙,3月12日,7-10万/月,长沙雅智教育咨询有限公司,急聘班课主讲语文老师
3203,上海-杨浦区,3月12日,10-20万/月,南京华苏科技有限公司,高级Java软件开发工程师
3204,深圳-福田区,3月12日,6-10万/月,深圳欧瑞特供应链管理有限公司,数据客服中心主管
3205,柳州,3月12日,5-12万/月,正大青春宝药业有限公司,医药销售代表
3206,异地招聘,3月12日,80-100万/年,远光软件股份有限公司武汉研发中心,商业分析平台架构师
3207,武汉-黄陂区,3月12日,5-7万/月,武汉市德域房地产代理有限责任公司,行政主管
3208,深圳-福田区,3月12日,18-30万/月,深圳高速公路股份有限公司,创新技术应用及IT基础设施高级经理
3209,深圳-龙华新区,3月12日,10-12万/月,慧锐通智能科技股份有限公司,产品经理
3210,成都-青羊区,3月12日,6-10万/月,丹秋教育集团（名师堂学校）,小学数学教师（南充、德阳、犀浦、都江堰校区上班）
3211,深圳-宝安区,3月12日,4500元/小时,深圳市振东精密五金有限公司,操作员
3212,广州-白云区,3月12日,5-10万/月,广州市稻草人皮具有限公司,事业部总监（购物中心）
3213,异地招聘,3月12日,5-7万/月,上海依威能源科技有限公司,商务总监
3214,重庆-渝北区,3月12日,3000元/天,中国平安人寿保险股份有限公司重庆...,网络产品销售（***）
3215,深圳-龙华新区,3月12日,60-80万/年,深圳市华诚实业投资有限公司,地产投资开发总监
3216,深圳,3月12日,5-7万/月,深圳圣马歌科技有限公司,区块链技术工程师
3217,深圳,3月12日,300元/小时,深圳伟嘉家电有限公司,英语老师
3218,惠州,3月12日,10万以上/月,深圳亿融金融控股集团有限公司,业务总监
3219,常州,3月12日,12-20万/月,东书房,见习校长
3220,合肥-庐阳区,3月12日,6-10万/月,合肥解忧网络科技有限公司,大客户经理
3221,上海,3月12日,15-30万/月,广州市新文溯科技有限公司,中级技术支持工程师
3222,异地招聘,3月12日,5-6.7万/月,浙江澳舟牛业有限公司,销售总监/高级销售经理
3223,深圳-宝安区,3月12日,20-30万/月,深圳市正德良品科技有限公司,海外线下销售总监
3224,异地招聘,3月12日,10万以上/月,四川邛海麓镇物业有限公司西昌市柏...,市场营销总监
3225,苏州,3月12日,60-80万/年,苏州市金阊职业培训学校,营运总监
3226,杭州-江干区,3月12日,5-7万/月,宁波港德创新电子有限公司杭州分公司,业务代表
3227,异地招聘,3月12日,5-12万/月,江苏汇鸿冷链物流有限公司,招商专员 招商代表 招商业务代表 客户代表
3228,杭州-西湖区,3月12日,30-50万/月,杭州博扬信息科技有限公司,销售总监
3229,广州-天河区,3月12日,60-80万/年,中德安联人寿保险有限公司广东分公司,银保渠道业务主管
3230,异地招聘,3月12日,5-7万/月,太东集团有限公司,运营总监（组织绩效、体系）
3231,上海-普陀区,3月12日,20-35万/月,上海优盛教育科技有限公司,销售总监
3232,长沙,3月12日,7-10万/月,城市英雄长沙金茂汇店,储备店长/店经理/楼面经理
3233,深圳-龙岗区,3月12日,7-10万/月,深圳市泽宝电子商务股份有限公司,数据开发总监
3234,宁波,3月12日,3500元/天,宁波莱特海威电子科技有限公司,普工
3235,成都-龙泉驿区,3月12日,7-10万/月,成都华志安防工程有限公司,销售专员
3236,深圳-罗湖区,3月12日,30-60万/月,深圳丹地亚珠宝有限公司,营销总监
3237,深圳-南山区,3月12日,5-7万/月,深圳市南电信息工程有限公司,业务经理
3238,沈阳,3月12日,60-80万/年,国药集团辽宁省医疗器械有限公司,总经理助理
3239,上海-杨浦区,3月12日,60-80万/年,上海罗洋新材料科技有限公司,市场拓展经理
3240,苏州-工业园区,3月12日,10万以上/月,友众信业金融信息服务（上海）有限...,团队经理
3241,深圳-南山区,3月12日,8-12万/月,深圳联合金控风险资产管理有限公司,销售总监
3242,广州-天河区,3月12日,8000元/天,广州伍幺捌肆教育科技有限公司,招聘自考老师《行政法学》---800元/天
3243,上海-普陀区,3月12日,60-100万/年,驴妈妈旅游网,首席人力资源官CHO-驴妈妈集团
3244,异地招聘,3月12日,100万以上/年,河南旭正医药科技有限公司,年薪百万招福建省区经理
3245,深圳-南山区,3月12日,15-30万/月,深圳新园素门诊部有限公司,诚聘医务科主任/业务院长
3246,广州-荔湾区,3月12日,60-80万/年,友邦保险有限公司广东分公司,储备业务总监
3247,异地招聘,3月12日,7-10万/月,汇景集团有限公司,储备城市公司总经理
3248,上海-杨浦区,3月12日,300元/小时,上海复旦托业教育培训中心,高中生物老师
3249,沈阳-于洪区,3月12日,5-7万/月,沈阳龙泉泵业制造有限公司,网络主管
